"","id_acidente","codloga","logradouroA","codlogb","logradouroB","alt_num","referencia","data","cod_acid","tipo_acidente","dp","numero_BO","sentido","pista","automovel","moto","onibus","caminhao","bicicleta","moto_taxi","onibus_fretado","onibus_urbano","microonibus","van","vuc","caminhonete","carreta","jipe","outros","sem_informacao","carroca","princ_a","paiA","princ_b","paiB","cod_distrito","distrito","vit_ferida","vit_morta","local","lat","lon"
"10467","D061301819",14917,"OLAVO EGIDIO DE SOUZA ARANHA, AV",17424,"ROSA MENDES, RUA",0,"","03/06/2013 17:55",4,"AT",62,6327," "," ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14917,"OLAVO EGIDIO DE SOUZA ARANHA, AV",17424,"ROSA MENDES, RUA",65,"PONTE RASA",2,0,"OLAVO EGIDIO DE SOUZA ARANHA, AV SAO PAULO SP &  ROSA MENDES, RUA SAO PAULO SP",-23.49735,-46.496214
"10468","D061301522",35508,"SIMAO CAETANO NUNES, AV",NA,"",100,"","03/06/2013 18:00",2,"CO",47,6898," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35508,"SIMAO CAETANO NUNES, AV",NA,"",29,"FREGUESIA DO O",1,0,"SIMAO CAETANO NUNES, AV 100 SAO PAULO SP",-23.6890844,-46.7812602
"10469","D061300434",10815,"HILDEBRANDO SIQUEIRA, RUA",NA,"",16,"","03/06/2013 18:06",2,"CO",97,2565," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10815,"HILDEBRANDO SIQUEIRA, RUA",NA,"",37,"JABAQUARA",1,0,"HILDEBRANDO SIQUEIRA, RUA 16 SAO PAULO SP",-23.6586752,-46.6435224
"10470","D061301119",17554,"SABAO, ES DO",NA,"",780,"","03/06/2013 18:10",2,"QM",45,1432," "," ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17554,"SABAO, ES DO",NA,"",40,"JAGUARE",1,0,"SABAO, ES DO 780 SAO PAULO SP",-23.5505199,-46.6333094
"10471","D061302015",63104,"JULIO CESAR MOREIRA, RUA",NA,"",376,"","03/06/2013 18:20",2,"CO",55,7760," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63104,"JULIO CESAR MOREIRA, RUA",NA,"",55,"MORUMBI",2,0,"JULIO CESAR MOREIRA, RUA 376 SAO PAULO SP",-23.6237641,-46.4660255
"10472","D061300557",18519,"SUMARE, AV",8811,"HOMEM DE MELO, RUA DR",0,"","03/06/2013 18:30",2,"QM",23,4075," "," ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,"AIMBERE, RUA",18519,"SUMARE, AV",61,"PERDIZES",1,0,"SUMARE, AV SAO PAULO SP &  HOMEM DE MELO, RUA DR SAO PAULO SP",-22.8071539,-47.223149
"10473","D061300737",16878,"RAPOSO TAVARES, VIA",NA,"",15600,"","03/06/2013 18:35",2,"QM",51,5656," "," ",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16878,"RAPOSO TAVARES, VIA",NA,"",13,"CACHOEIRINHA",1,0,"RAPOSO TAVARES, VIA 15600 SAO PAULO SP",-23.5234354,-48.4841475
"10474","D061301832",2429,"ASSIS RIBEIRO, RUA DR",NA,"",9900,"","03/06/2013 18:40",2,"CO",63,4559," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2429,"ASSIS RIBEIRO, RUA DR",NA,"",28,"ERMELINO MATARA",1,0,"ASSIS RIBEIRO, RUA DR 9900 SAO PAULO SP",-23.4858363,-46.4673716
"10475","D061301740",15996,"PEDRO SOARES DE ANDRADE, RUA",11000,"JOSE GUILHERME EIRAS, RUA DR",0,"","03/06/2013 19:00",2,"CF",22,4556," "," ",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11000,"JOSE GUILHERME EIRAS, RUA DR",15996,"PEDRO SOARES DE ANDRADE, RUA",76,"SAO MIGUEL",2,0,"PEDRO SOARES DE ANDRADE, RUA SAO PAULO SP &  JOSE GUILHERME EIRAS, RUA DR SAO PAULO SP",-23.4997023,-46.4360133
"10476","D061301432",2917,"DARWIN, RUA",NA,"",357,"","03/06/2013 19:12",2,"CO",11,6406," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2917,"DARWIN, RUA",NA,"",72,"SANTO AMARO",1,0,"DARWIN, RUA 357 SAO PAULO SP",-23.6541821,-46.6988153
"10478","D061300897",29050,"EUGENIO DE FREITAS, RUA",NA,"",777,"","03/06/2013 19:36",2,"CF",9,5203," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29050,"EUGENIO DE FREITAS, RUA",NA,"",88,"VILA GUILHERME",1,0,"EUGENIO DE FREITAS, RUA 777 SAO PAULO SP",-23.5199668,-46.5995044
"10479","D061302087",7664,"FURTADO, RUA CONS",NA,"",366,"","03/06/2013 20:00",4,"AT",78,4982," "," ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7664,"FURTADO, RUA CONS",NA,"",80,"SE",0,1,"FURTADO, RUA CONS 366 SAO PAULO SP",-23.5561298,-46.6331305
"10480","D061301312",1657,"ANTONIO DE BARROS, RUA",NA,"",2194,"","03/06/2013 20:12",4,"AT",30,3380," "," ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1657,"ANTONIO DE BARROS, RUA",NA,"",82,"TATUAPE",1,0,"ANTONIO DE BARROS, RUA 2194 SAO PAULO SP",-23.5493764,-46.5548436
"10481","D061300435",17911,"SEBASTIAO AFONSO, RUA",NA,"",215,"","03/06/2013 20:16",2,"CO",97,4943," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17911,"SEBASTIAO AFONSO, RUA",NA,"",29,"FREGUESIA DO O",1,0,"SEBASTIAO AFONSO, RUA 215 SAO PAULO SP",-23.6790438,-46.6353532
"10482","D061302043",59048,"RIACHO DOS MACHADOS, AV",NA,"",44,"","03/06/2013 20:20",4,"AT",69,5916," "," ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59048,"RIACHO DOS MACHADOS, AV",NA,"",56,"PARELHEIROS",1,0,"RIACHO DOS MACHADOS, AV 44 SAO PAULO SP",-23.5943613,-46.4944467
"10483","D061300135",185,"ADELINO, RUA PDE",NA,"",960,"","03/06/2013 20:21",2,"CO",8,4392,"C"," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,"ADELINO, RUA PDE",NA,"",8,"BELEM",1,0,"ADELINO, RUA PDE 960 SAO PAULO SP",-23.5505199,-46.6333094
"10484","D061302013",17269,"RODOLFO PIRANI, AV",NA,"",630,"","03/06/2013 20:30",2,"CO",55,5932," "," ",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17269,"RODOLFO PIRANI, AV",NA,"",55,"MORUMBI",1,0,"RODOLFO PIRANI, AV 630 SAO PAULO SP",-23.6302476,-46.4616299
"10485","D061301559",10415,"JOAO PEIXOTO VIEGAS, AV",NA,"",315,"","03/06/2013 20:40",2,"CO",80,5895," "," ",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10415,"JOAO PEIXOTO VIEGAS, AV",NA,"",16,"CAMPO GRANDE",1,0,"JOAO PEIXOTO VIEGAS, AV 315 SAO PAULO SP",-23.6705521,-46.6764015
"10486","D061300574",310,"AGENOR COUTO DE MAGALHAES, AV",NA,"",1709,"","03/06/2013 22:20",2,"CO",33,5263," "," ",2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,310,"AGENOR COUTO DE MAGALHAES, AV",NA,"",64,"PIRITUBA",1,0,"AGENOR COUTO DE MAGALHAES, AV 1709 SAO PAULO SP",-23.4716074,-46.7428565
"10487","D061301053",33642,"MASAO WATANABE, AV",NA,"",1212,"","03/06/2013 23:00",4,"AT",38,3300," "," ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33642,"MASAO WATANABE, AV",NA,"",8,"BELEM",1,0,"MASAO WATANABE, AV 1212 SAO PAULO SP",-23.4585633,-46.6627543
"10488","D061300204",14804,"NOVE DE JULHO, AV",NA,"",712,"","03/06/2013 23:06",4,"AT",78,4774," "," ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14804,"NOVE DE JULHO, AV",NA,"",63,"PINHEIROS",2,0,"NOVE DE JULHO, AV 712 SAO PAULO SP",-23.5509715,-46.6453418
"10489","D061300366",17301,"RODRIGUES ALVES, AV CONS",8883,"HUMBERTO I, RUA",0,"","03/06/2013 23:08",2,"CO",36,5889," "," ",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8883,"HUMBERTO I, RUA",17301,"RODRIGUES ALVES, AV CONS",92,"VILA MARIANA",1,0,"RODRIGUES ALVES, AV CONS SAO PAULO SP &  HUMBERTO I, RUA SAO PAULO SP",-23.5875463,-46.6483802
"10490","D061300738",16878,"RAPOSO TAVARES, VIA",NA,"",15000,"","03/06/2013 23:40",2,"CL",51,5667," "," ",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16878,"RAPOSO TAVARES, VIA",NA,"",13,"CACHOEIRINHA",1,0,"RAPOSO TAVARES, VIA 15000 SAO PAULO SP",-23.5250688,-48.4783913
"10491","D061301292",1732,"ANTONIO GOMES, RUA",NA,"",600,"","04/06/2013 00:20",2,"QM",29,3735," "," ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1732,"ANTONIO GOMES, RUA",NA,"",74,"SAO LUCAS",1,0,"ANTONIO GOMES, RUA 600 SAO PAULO SP",-23.5795704,-46.5577659
"10494","D061301902",1704,"ANTONIO FAGGIANO, RUA FREI",NA,"",300,"","04/06/2013 01:41",4,"AT",103,4566," "," ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1704,"ANTONIO FAGGIANO, RUA FREI",NA,"",46,"JOSE BONIFACIO",1,0,"ANTONIO FAGGIANO, RUA FREI 300 SAO PAULO SP",-23.5511819,-46.4283913
"10495","D061300101",15656,"PAULISTA, AV",NA,"",900,"","04/06/2013 04:20",2,"CH",5,4778," "," ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15656,"PAULISTA, AV",NA,"",7,"BELA VISTA",1,0,"PAULISTA, AV 900 SAO PAULO SP",-23.5650422,-46.6510771
"10496","D061300950",27099,"DUTRA, VIA PRES",NA,"",22700,"","04/06/2013 04:30",2,"CT",19,2077," "," ",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27099,"DUTRA, VIA PRES",NA,"",36,"ITAQUERA",1,0,"DUTRA, VIA PRES 22700 SAO PAULO SP",-22.5438627,-44.7837946
"10497","D061302016",17824,"SAPOPEMBA, AV",22160,"SATELITE, AV",0,"","04/06/2013 05:00",2,"CH",55,7781," "," ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17824,"SAPOPEMBA, AV",22160,"SATELITE, AV",75,"SAO MATEUS",1,0,"SAPOPEMBA, AV SAO PAULO SP &  SATELITE, AV SAO PAULO SP",-23.6148326,-46.5024993
"10498","D061301055",27689,"LUIS CARLOS GENTILE DE LAET, RUA",NA,"",100,"","04/06/2013 06:00",2,"CO",38,5249," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27689,"LUIS CARLOS GENTILE DE LAET, RUA",NA,"",22,"CIDADE ADEMAR",1,0,"LUIS CARLOS GENTILE DE LAET, RUA 100 SAO PAULO SP",-23.4662149,-46.6300704
"10499","D061300231",9715,"JABAQUARA, AV",8432,"GUATAS, AL DOS",0,"","04/06/2013 06:08",2,"CT",16,7596," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8432,"GUATAS, AL DOS",9715,"JABAQUARA, AV",79,"SAUDE",1,0,"JABAQUARA, AV SAO PAULO SP &  GUATAS, AL DOS SAO PAULO SP",-23.6202152,-46.6396897
"10500","D061301158",9066,"IMBIRAS, RUA",NA,"",857,"","04/06/2013 06:40",2,"CO",73,5979," "," ",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9066,"IMBIRAS, RUA",NA,"",83,"TREMEMBE",1,0,"IMBIRAS, RUA 857 SAO PAULO SP",-23.4589364,-46.5935901
"10501","D061300807",8000,"GIOVANNI GRONCHI, AV",NA,"",3800,"","04/06/2013 06:50",2,"OU",89,5168,"C"," ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8000,"GIOVANNI GRONCHI, AV",NA,"",55,"MORUMBI",1,0,"GIOVANNI GRONCHI, AV 3800 SAO PAULO SP",-23.6134114,-46.7304917
"10502","D061300041",17799,"SANTOS DUMONT, AV",NA,"",740,"","04/06/2013 06:53",2,"QM",2,3376,"B"," ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17799,"SANTOS DUMONT, AV",NA,"",15,"CAMPO BELO",1,0,"SANTOS DUMONT, AV 740 SAO PAULO SP",-23.5222025,-46.6302278
"10504","D061300977",13133,"MARIA AMALIA LOPES AZEVEDO, RUA",12716,"MANUEL GAYA, RUA",0,"","04/06/2013 07:00",2,"CO",20,5210,"C"," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12716,"MANUEL GAYA, RUA",13133,"MARIA AMALIA LOPES AZEVEDO, RUA",83,"TREMEMBE",1,0,"MARIA AMALIA LOPES AZEVEDO, RUA SAO PAULO SP &  MANUEL GAYA, RUA SAO PAULO SP",-23.4584963,-46.6105009
"10505","D061301170",30020,"ANTONIO CESAR NETO, RUA",NA,"",378,"","04/06/2013 07:15",2,"QM",73,62154," "," ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30020,"ANTONIO CESAR NETO, RUA",NA,"",22,"CIDADE ADEMAR",1,0,"ANTONIO CESAR NETO, RUA 378 SAO PAULO SP",-23.4613033,-46.5827592
"10506","D061301262",7645,"FRONTIN, AV CD DE",NA,"",2500,"","04/06/2013 07:22",2,"CL",21,1845,"C"," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7645,"FRONTIN, AV CD DE",NA,"",93,"VILA MATILDE",1,0,"FRONTIN, AV CD DE 2500 SAO PAULO SP",-23.5505199,-46.6333094
"10507","D061300886",2455,"ATALIBA LEONEL, AV GAL",NA,"",2100,"","04/06/2013 07:30",4,"AT",9,3468," "," ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2455,"ATALIBA LEONEL, AV GAL",NA,"",88,"VILA GUILHERME",1,0,"ATALIBA LEONEL, AV GAL 2100 SAO PAULO SP",-23.4970554,-46.6108117
"10508","D061301871",34654,"WALDEMAR TIETZ, AV",NA,"",1291,"","04/06/2013 07:33",2,"CL",65,1895," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34654,"WALDEMAR TIETZ, AV",NA,"",38,"JACANA",1,0,"WALDEMAR TIETZ, AV 1291 SAO PAULO SP",-23.5501245,-46.4819997
"10509","D061300853",12407,"MAC ARTHUR, AV GAL",NA,"",1255,"","04/06/2013 07:50",4,"AT",93,3515," "," ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12407,"MAC ARTHUR, AV GAL",NA,"",40,"JAGUARE",1,0,"MAC ARTHUR, AV GAL 1255 SAO PAULO SP",-23.5536199,-46.7524177
"10510","D061301136",71000,"FIRMINOPOLIS, RUA",NA,"",720,"","04/06/2013 07:54",4,"AT",72,5113," "," ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71000,"FIRMINOPOLIS, RUA",NA,"",8,"BELEM",1,0,"FIRMINOPOLIS, RUA 720 SAO PAULO SP",-23.44999,-46.6872136
"10512","D061300402",11562,"LAGRIMAS, ES DAS",NA,"",1400,"","04/06/2013 08:00",2,"CO",95,900023," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11562,"LAGRIMAS, ES DAS",NA,"",69,"SACOMA",1,0,"LAGRIMAS, ES DAS 1400 SAO PAULO SP",-23.5505199,-46.6333094
"10513","D061302002",43405,"IGUATEMI, ES",99555,"MARCIO BECK MACHADO, RUA",0,"","04/06/2013 08:02",4,"AT",54,7796," "," ",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43405,"IGUATEMI, ES",99555,"MARCIO BECK MACHADO, RUA",36,"ITAQUERA",1,0,"IGUATEMI, ES SAO PAULO SP &  MARCIO BECK MACHADO, RUA SAO PAULO SP",-23.5505199,-46.6333094
"10514","D061300230",33750,"MACHADO, RUA PDE",NA,"",751,"","04/06/2013 08:07",4,"AT",16,7594," "," ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33750,"MACHADO, RUA PDE",NA,"",21,"CASA VERDE",1,0,"MACHADO, RUA PDE 751 SAO PAULO SP",-23.885001,-47.9857426
"10515","D061300754",16878,"RAPOSO TAVARES, VIA",NA,"",40000,"","04/06/2013 08:20",2,"CT",75,1894," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16878,"RAPOSO TAVARES, VIA",NA,"",13,"CACHOEIRINHA",1,0,"RAPOSO TAVARES, VIA 40000 SAO PAULO SP",-23.5865665,-46.7549639
"10516","D061300205",3581,"BRASIL, AV",2164,"ARGENTINA, RUA",0,"","04/06/2013 08:25",2,"CO",78,4779," "," ",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2164,"ARGENTINA, RUA",3581,"BRASIL, AV",44,"JARDIM PAULISTA",1,0,"BRASIL, AV SAO PAULO SP &  ARGENTINA, RUA SAO PAULO SP",-21.4863218,-47.3631133
"10517","D061300229",9537,"ITAPIRU, RUA",4630,"CATULO DA PAIXAO CEARENSE, RUA",0,"","04/06/2013 08:48",2,"CO",16,7589," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4630,"CATULO DA PAIXAO CEARENSE, RUA",9537,"ITAPIRU, RUA",79,"SAUDE",1,0,"ITAPIRU, RUA SAO PAULO SP &  CATULO DA PAIXAO CEARENSE, RUA SAO PAULO SP",-23.6164411,-46.6351289
"10518","D061300291",19931,"WASHINGTON LUIS, AV",6089,"DORIA, AV",0,"","04/06/2013 08:53",2,"CO",27,5894," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6089,"DORIA, AV",19931,"WASHINGTON LUIS, AV",15,"CAMPO BELO",1,0,"WASHINGTON LUIS, AV SAO PAULO SP &  DORIA, AV SAO PAULO SP",-23.6605391,-46.7039265
"10519","D061300854",3376,"BILLINGS, AV ENG",NA,"",15,"","04/06/2013 09:00",2,"CO",93,3520," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13014,"MARGINAL DO RIO PINHEIROS, AV",NA,"",40,"JAGUARE",1,0,"BILLINGS, AV ENG 15 SAO PAULO SP",-23.5392385,-46.7432932
"10520","D061301009",15188,"OTAVIANO ALVES DE LIMA, AV",NA,"",3600,"","04/06/2013 09:00",2,"SI",28,3005," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29772,"MARGINAL DO RIO TIETE, AV",NA,"",23,"CIDADE DUTRA",1,0,"OTAVIANO ALVES DE LIMA, AV 3600 SAO PAULO SP",-23.5076573,-46.6915283
"10521","D061301109",18948,"JOSE DE BRITO DE FREITAS, AV",NA,"",423,"","04/06/2013 09:40",2,"QD",40,6207," "," ",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18948,"JOSE DE BRITO DE FREITAS, AV",NA,"",23,"CIDADE DUTRA",2,0,"JOSE DE BRITO DE FREITAS, AV 423 SAO PAULO SP",-23.5005469,-46.6626382
"10522","D061300216",6651,"ESTADOS UNIDOS, RUA",15372,"PAMPLONA, RUA",0,"","04/06/2013 09:40",2,"CO",78,5081," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6651,"ESTADOS UNIDOS, RUA",15372,"PAMPLONA, RUA",44,"JARDIM PAULISTA",1,0,"ESTADOS UNIDOS, RUA SAO PAULO SP &  PAMPLONA, RUA SAO PAULO SP",-23.5712648,-46.6634934
"10523","D061300042",2864,"BARRA DO TIBAJI, RUA",17507,"RUDGE, AV",0,"","04/06/2013 09:41",2,"CO",2,3387," "," ",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2864,"BARRA DO TIBAJI, RUA",17507,"RUDGE, AV",9,"BOM RETIRO",1,0,"BARRA DO TIBAJI, RUA SAO PAULO SP &  RUDGE, AV SAO PAULO SP",-23.5217785,-46.6390241
"10524","D061301428",6238,"NACOES UNIDAS, AV DAS",NA,"",18913,"","04/06/2013 10:00",2,"CO",11,2754," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13014,"MARGINAL DO RIO PINHEIROS, AV",NA,"",90,"VILA LEOPOLDINA",1,0,"NACOES UNIDAS, AV DAS 18913 SAO PAULO SP",-23.6791498,-46.6960706
"10525","D061301496",5606,"CUPECE, AV",NA,"",2288,"","04/06/2013 10:00",2,"CP",43,2106," "," ",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5606,"CUPECE, AV",NA,"",22,"CIDADE ADEMAR",1,0,"CUPECE, AV 2288 SAO PAULO SP",-23.6626769,-46.6622976
"10526","D061301731",8240,"GUACHOS, AV DOS",NA,"",176,"","04/06/2013 11:00",2,"CO",22,2657,"C"," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8240,"GUACHOS, AV DOS",NA,"",86,"VILA CURUCA",1,0,"GUACHOS, AV DOS 176 SAO PAULO SP",-23.5006843,-46.423489
"10527","D061301363",9789,"JACIRENDI, RUA",NA,"",477,"","04/06/2013 11:00",2,"CO",52,1925," "," ",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9789,"JACIRENDI, RUA",NA,"",82,"TATUAPE",2,0,"JACIRENDI, RUA 477 SAO PAULO SP",-23.5308605,-46.5790415
"10528","D061301916",17135,"RIO DAS PEDRAS, AV",9134,"INCONFIDENCIA MINEIRA, AV",0,"","04/06/2013 11:00",2,"CO",41,6950," "," ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9134,"INCONFIDENCIA MINEIRA, AV",17135,"RIO DAS PEDRAS, AV",4,"ARICANDUVA",1,0,"RIO DAS PEDRAS, AV SAO PAULO SP &  INCONFIDENCIA MINEIRA, AV SAO PAULO SP",-23.5630062,-46.5152683
"10529","D061300515",1374,"ANGELINA MAFFEI VITA, RUA",NA,"",128,"","04/06/2013 11:20",4,"AT",15,2751," "," ",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1374,"ANGELINA MAFFEI VITA, RUA",NA,"",63,"PINHEIROS",1,0,"ANGELINA MAFFEI VITA, RUA 128 SAO PAULO SP",-23.5777923,-46.6878006
"10531","D061300480",16919,"REBOUCAS, AV",NA,"",1330,"","04/06/2013 12:00",4,"AT",14,5691," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16919,"REBOUCAS, AV",NA,"",44,"JARDIM PAULISTA",1,0,"REBOUCAS, AV 1330 SAO PAULO SP",-23.561783,-46.6743007
"10532","D061301209",18007,"SERAFIM GONCALVES PEREIRA, AV",524,"ALBINO CESAR, RUA SOLD",0,"","04/06/2013 12:30",2,"CO",90,2205," "," ",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524,"ALBINO CESAR, RUA SOLD",6806,"EURIPEDES RODRIGUES DE LIMA, RUA SOLD",91,"VILA MARIA",2,0,"SERAFIM GONCALVES PEREIRA, AV SAO PAULO SP &  ALBINO CESAR, RUA SOLD SAO PAULO SP",-23.5201512,-46.5682742
"10533","D061300206",15656,"PAULISTA, AV",NA,"",1450,"","04/06/2013 12:42",4,"AT",78,4805," "," ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15656,"PAULISTA, AV",NA,"",7,"BELA VISTA",2,0,"PAULISTA, AV 1450 SAO PAULO SP",-23.5622347,-46.6550932
"10534","D061300403",6238,"NACOES UNIDAS, AV DAS",NA,"",11857,"","04/06/2013 13:25",2,"CO",96,2622," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13014,"MARGINAL DO RIO PINHEIROS, AV",NA,"",90,"VILA LEOPOLDINA",1,0,"NACOES UNIDAS, AV DAS 11857 SAO PAULO SP",-23.6038883,-46.6958535
"10535","D061300272",12421,"MACARIO, RUA DOM",NA,"",930,"","04/06/2013 13:39",2,"CO",26,4964," "," ",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12421,"MACARIO, RUA DOM",NA,"",27,"CURSINO",2,0,"MACARIO, RUA DOM 930 SAO PAULO SP",-23.6200769,-46.6144377
"10536","D061301933",24428,"FORTE DO LEME, AV",24420,"FORTE DE ARAXA, RUA",0,"","04/06/2013 13:54",2,"CO",49,7798," "," ",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24420,"FORTE DE ARAXA, RUA",24428,"FORTE DO LEME, AV",75,"SAO MATEUS",2,0,"FORTE DO LEME, AV SAO PAULO SP &  FORTE DE ARAXA, RUA SAO PAULO SP",-23.608772,-46.4663942
"10537","D061300796",8483,"GUILHERME DUMONT VILARES, AV DR",NA,"",182,"","04/06/2013 14:00",2,"CT",89,2477," "," ",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8483,"GUILHERME DUMONT VILARES, AV DR",NA,"",85,"VILA ANDRADE",1,0,"GUILHERME DUMONT VILARES, AV DR 182 SAO PAULO SP",-23.6057412,-46.7464412
"10538","D061301234",18002,"SERAFIM, RUA S",29637,"BALDAIA, TR",0,"","04/06/2013 14:10",2,"CO",10,6327," "," ",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18002,"SERAFIM, RUA S",29637,"BALDAIA, TR",NA,"",1,0,"SERAFIM, RUA S SAO PAULO SP &  BALDAIA, TR SAO PAULO SP",-23.5292976,-46.5401277
"10539","D061300446",28856,"JOAO DA ROCHA FERREIRA, RUA",NA,"",41,"","04/06/2013 14:10",4,"AT",7,3463," "," ",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28856,"JOAO DA ROCHA FERREIRA, RUA",NA,"",14,"CAMBUCI",1,0,"JOAO DA ROCHA FERREIRA, RUA 41 SAO PAULO SP",-23.5174437,-46.7002454
"10540","D061300755",16878,"RAPOSO TAVARES, VIA",NA,"",17000,"","04/06/2013 14:30",2,"QM",75,1901," "," ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16878,"RAPOSO TAVARES, VIA",NA,"",13,"CACHOEIRINHA",1,0,"RAPOSO TAVARES, VIA 17000 SAO PAULO SP",-23.5192434,-48.4984666
"10541","D061300782",16838,"RAIMUNDO PEREIRA DE MAGAL., AV",NA,"",8850,"","04/06/2013 14:40",2,"CO",87,2466," "," ",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16838,"RAIMUNDO PEREIRA DE MAGAL., AV",NA,"",31,"GUAIANASES",1,0,"RAIMUNDO PEREIRA DE MAGAL., AV 8850 SAO PAULO SP",-23.4586326,-46.7188536
"10544","D061300065",9648,"ITU, RUA MARQ DE",3231,"BENTO FREITAS, RUA",0,"","04/06/2013 15:22",4,"AT",3,4497," "," ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3231,"BENTO FREITAS, RUA",9648,"ITU, RUA MARQ DE",67,"REPUBLICA",1,0,"ITU, RUA MARQ DE SAO PAULO SP &  BENTO FREITAS, RUA SAO PAULO SP",-23.5437753,-46.6493097
